Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate
11761,847.3949123,24.51163354,Organic,404.5209016,51,10.96467895
19170,621.5205724,44.17165091,Organic,44.68616585,83,12.13916243
8525,280.0777976,48.59587729,Direct,502.3175466,22,6.704929663
16184,374.1385317,39.25304614,Social,50.3171287,28,3.244671227
5346,746.3550993,60.36266196,Referral,211.8142951,26,1.733934616
15060,153.7081697,56.83051061,Direct,345.7411758,77,2.447228545
17875,727.1341804,49.39858534,Referral,557.9013043,76,1.131135385
7583,599.2772741,29.13193271,Referral,504.0078584,71,17.48410476
7996,627.0318086,28.13932161,Direct,381.6960736,45,9.433840832
7297,720.3894479,45.46978774,Referral,122.150617,34,5.636471475
15712,830.7430482,22.89778679,Social,453.8559307,84,18.17513162
9916,195.029156,45.14212231,Social,109.7682293,89,2.847072224
9553,680.6479111,46.06648295,Social,80.81496376,14,8.733679312
5042,256.737372,21.3073808,Organic,48.995399,34,10.08794216
17610,111.7098301,30.00462225,Organic,584.2963225,94,11.35821414
7459,200.3621979,62.73595741,Direct,326.7125408,11,9.374348507
9787,565.5381367,52.15091989,Social,85.71539569,24,18.42591568
9393,259.9783332,59.56039027,Organic,334.4817173,6,17.8754479
11208,722.3864871,48.57188596,Social,562.3750387,14,7.930298439
11935,424.5291679,51.2837942,Social,410.6981583,63,8.986129591
9492,100.4682998,34.53782073,Referral,353.5274492,77,8.273271416
10957,108.1969338,56.78397544,Referral,496.6365803,2,1.309057736
6296,525.6003205,30.34913184,Organic,152.3835218,10,1.040829427
13927,206.1216369,29.44250941,Social,30.19099078,97,15.04249158
18592,446.5973958,61.4283298,Referral,589.9185373,62,4.254875699
6992,479.5995263,42.69073067,Organic,247.5219314,66,14.33249913
19492,379.0581458,48.44469933,Referral,564.8628856,83,6.553106779
14259,500.7054207,28.82783953,Referral,207.8859485,57,11.77754661
14306,110.2273127,49.83248342,Referral,305.6353937,22,12.59271788
10524,428.3595347,30.91970817,Referral,206.7493552,81,11.99639244
6330,286.17498,37.54972577,Direct,318.5720931,52,12.25997224
18260,526.9395309,35.31699808,Direct,291.5243877,37,16.21881888
19146,750.0496484,42.86459006,Organic,326.8128111,4,11.82875006
14352,548.0197856,48.30402473,Direct,458.9922267,86,13.00564524
10938,832.7859346,54.79912338,Direct,354.07211,28,9.401951813
15311,135.8952227,39.97140568,Direct,271.5532674,45,10.8252918
10430,594.8450402,30.77308451,Organic,105.1841045,7,13.76253245
19311,520.7897434,56.98153938,Organic,161.6542907,91,3.847137654
9651,616.7245656,32.44951374,Referral,201.4967794,32,18.66424385
12748,621.073545,65.32855354,Referral,290.2366618,65,8.453139729
19060,851.7226693,30.5844362,Referral,404.0899201,99,7.285531765
12891,446.6677366,34.72843861,Referral,345.8743498,46,8.015584742
18614,265.5766915,31.71085699,Social,202.0081012,83,4.688164251
5647,504.00544,67.68444456,Social,370.4741989,26,1.164796582
8158,831.7803326,34.23479504,Direct,247.4567206,60,13.33303619
15394,789.9544982,31.81494961,Social,318.0814133,22,3.938684662
7770,689.8398446,59.0183439,Referral,133.0301981,53,13.96242802
7602,293.0092703,38.41711068,Social,274.0751823,36,9.298074483
18119,245.9630234,23.94013143,Referral,193.9923039,31,3.114993588
7867,450.7031993,54.59240749,Direct,232.3387045,92,1.931473632
12946,359.4139935,34.27044053,Direct,123.2228049,67,14.71305984
14171,477.2246511,33.30746777,Social,155.5000369,28,12.68975959
5198,865.5703664,43.73682503,Direct,397.8852799,6,5.374571689
7243,103.7956942,43.30015914,Social,174.5551034,26,3.792070645
6030,472.0588776,32.78977627,Social,536.8673652,43,1.513106689
5624,499.9951669,57.15057921,Referral,364.3488069,96,11.07453388
17868,478.2930962,53.5488245,Referral,42.08586781,69,8.209065006
17552,175.8494226,63.3362024,Direct,61.41417962,37,2.831998114
18876,544.8433676,62.29202071,Organic,73.92391432,9,14.48969613
5619,444.7804915,25.359427,Organic,585.5430741,97,12.7981217
7771,563.7626696,67.82787319,Referral,377.2898982,88,8.235119176
10638,606.8479408,43.37599009,Referral,494.5853511,41,9.117106106
10116,867.0265024,56.08605596,Referral,251.2222489,69,17.84979282
10685,856.8594288,34.81135804,Organic,77.47972604,55,19.37753433
14549,468.2033936,65.6474604,Direct,509.9194719,62,11.53123409
7008,158.0744563,43.24985713,Direct,58.90654773,70,12.79196169
11440,283.4577512,20.49753837,Referral,341.9999329,88,3.148442964
17357,617.7720633,56.56130556,Organic,427.8387084,38,11.87932236
18527,788.9743733,21.54638422,Referral,508.392839,40,8.974876583
16498,354.9828148,33.32305089,Social,432.6562795,81,17.80698725
7927,126.2541807,41.95197111,Organic,437.7041916,80,3.382221613
14346,664.2421139,53.44672608,Direct,61.71661371,26,15.50823697
10364,801.2547091,22.29661243,Direct,362.0629146,11,15.28020178
11205,187.7614759,60.68967074,Referral,503.7726594,91,12.94427432
5072,302.8626762,21.17016777,Direct,88.4638418,72,9.262204168
15963,823.976055,49.41140704,Organic,373.2329802,16,11.22298975
7587,470.2612611,62.04072793,Referral,392.80667,16,1.097266951
10741,323.9423952,50.78378965,Referral,290.0955401,24,12.53042855
13665,789.2096779,28.84087141,Referral,329.0348088,65,16.91353554
7000,409.5182162,64.2885911,Organic,240.8441876,94,19.99435819
12219,832.6632566,27.59644423,Social,112.678974,92,16.35545962
8889,249.2062306,50.28647419,Referral,237.6943923,86,2.621464826
6024,423.749151,61.45327328,Referral,366.4056863,16,4.376995852
9433,786.0139282,62.26891938,Social,379.819345,20,1.495914324
16208,308.2187585,54.15021976,Social,50.89463851,10,7.65235111
6955,112.0662086,67.18379204,Direct,503.6711781,32,19.92342132
15115,361.6076864,32.31125718,Direct,259.3125484,43,8.221352997
12796,212.9403447,55.20010057,Organic,328.2966802,94,14.20027836
6539,330.5666113,37.55849638,Referral,582.4971249,80,8.741206455
17457,782.0385585,35.27824276,Direct,176.0805577,21,14.37790238
9410,880.6231533,42.18002144,Direct,44.79709158,45,12.31997127
5520,447.1080872,56.95199915,Direct,454.9037931,49,6.25170754
9931,273.9633553,47.38409009,Direct,533.3475664,91,2.27091806
19243,293.5729832,35.56625076,Direct,234.6696841,9,19.82658828
14420,158.8132397,52.33325177,Organic,333.1283194,44,19.01559153
10939,807.3151553,29.24583999,Organic,339.4177366,44,11.99915766
8565,880.0117695,62.00957506,Organic,117.9095517,90,12.51790544
8546,623.7703801,44.47183538,Social,471.841708,98,6.020103269
6826,201.7467353,26.21102895,Social,373.534663,80,2.594591891
16350,879.9346342,22.26169951,Direct,231.1511267,2,7.227686023
7343,454.4570501,21.45325242,Direct,217.4153912,56,9.625719242
5787,397.4229973,47.03475177,Referral,380.2169274,99,8.515564841
11209,516.8845055,44.64465273,Social,162.0038041,87,9.286366243
5209,885.623325,51.51518787,Social,488.132369,27,14.06096526
8112,528.1843054,42.95282607,Social,114.3224512,27,11.93766766
19128,413.1216225,49.92870064,Organic,498.419592,73,5.664058754
17000,483.961997,41.25862148,Referral,41.3296813,68,15.05345792
11841,813.9766837,50.27892767,Direct,118.2268892,91,1.685726925
7268,671.295906,24.33199166,Direct,598.9622964,21,1.388478952
12956,139.4555739,43.12595725,Direct,346.7782277,77,19.77987597
8975,373.0894162,29.64851422,Direct,436.9139333,58,3.14312854
8280,305.7580371,25.96758369,Organic,41.63438696,60,14.73495163
16632,805.0455466,60.57621809,Referral,343.6305823,81,19.7851721
15731,889.3498228,69.06518029,Referral,356.847442,74,17.27354932
6344,701.7444863,63.83198402,Social,463.9634142,32,7.565309608
8258,767.4114903,42.23639031,Referral,130.8792927,74,5.192071338
15187,784.2916081,24.64147859,Direct,82.26345425,17,8.349528754
7342,692.6164706,26.4990134,Direct,392.5038476,17,9.333450514
16132,502.8203416,46.58317973,Organic,484.5487239,20,19.24775905
15078,291.989478,47.11762268,Social,569.4629907,9,15.75641025
8430,758.9956569,54.76447416,Organic,157.3625479,67,6.302856892
9401,335.8246722,45.05791272,Referral,412.1403929,5,7.107013558
18305,130.1542206,34.05399819,Organic,496.3396375,59,10.30016026
8892,202.6594647,69.78062809,Social,173.6470707,99,15.55376978
14237,532.9569465,56.26520725,Organic,332.9607066,58,4.823060138
14572,731.6501716,21.53161922,Social,461.5194798,29,17.24771092
6343,199.0806799,52.86479449,Social,440.3435176,44,15.44810288
5568,277.663978,59.52846547,Referral,427.0327641,2,8.837361416
8136,742.2537051,33.20227262,Direct,261.5508572,98,12.28357042
15997,634.8627836,53.2652721,Organic,401.9659988,38,4.31371925
5985,644.1282726,41.9592135,Direct,59.07325053,74,10.73509762
17122,255.6008375,53.89344797,Referral,306.7920741,6,12.86386463
6388,755.8126485,46.49854365,Direct,374.403574,52,13.19866627
6281,623.6070793,54.3017695,Direct,285.7606586,3,1.605013461
6092,524.674857,36.02775782,Social,123.6342744,17,6.5042509
15315,317.7239748,43.72948029,Referral,403.6344431,58,6.787854816
7305,306.054408,45.16094214,Referral,112.7895683,30,12.18001308
16844,760.5942912,62.59879067,Direct,306.2011293,81,19.96731157
5107,338.2460001,45.84547875,Organic,297.2080136,93,11.16937672
8002,289.9540958,54.65866501,Direct,481.2924147,42,17.52159434
17045,556.6511825,66.8106895,Referral,340.3256123,97,1.832690797
14981,825.7676093,55.869634,Referral,552.3072228,18,4.960932716
18400,364.8367275,53.90793662,Social,360.0483229,56,7.678854667
12353,145.9322762,63.10867111,Social,82.4615502,18,4.25756106
10555,694.5491389,57.84735806,Organic,39.65443689,45,13.74828839
5814,709.5823516,38.45732145,Organic,327.3162332,24,14.14248731
5618,456.1674481,65.21471838,Referral,133.3152306,84,16.95245359
16550,151.6993659,38.05477964,Direct,195.5999338,22,11.88213336
15287,503.2398648,50.21997762,Organic,219.254294,28,5.154074849
15057,693.8122391,30.52595834,Referral,359.8927826,39,14.39945348
17028,655.0925018,52.14886258,Social,234.7134566,97,2.918605583
19696,718.3229871,50.72163267,Direct,393.9698784,50,3.377538749
10773,117.1903093,48.3702742,Direct,528.1290554,61,4.251668549
18630,204.4002306,52.14002987,Direct,439.1300756,93,7.049470676
5367,650.0316937,42.6266607,Social,94.41853462,75,16.52127022
10755,811.6341401,61.76217565,Social,43.46507806,61,12.32995473
16749,233.5057666,44.89369226,Organic,135.4211944,32,4.092971515
11421,853.6091118,63.10936698,Direct,240.0418,4,11.70193343
18313,121.0477837,59.06576054,Social,297.4231089,59,10.84655518
17530,346.6064775,37.78570854,Direct,260.542866,87,16.43448583
11365,895.9642366,32.12182582,Social,176.1139435,63,15.08928413
13788,704.6823816,23.79513563,Direct,218.4793259,69,4.221932978
8178,533.5173849,48.92822169,Social,352.8365593,21,8.55937949
14973,403.2730198,56.01529832,Organic,370.8124811,6,3.514576265
9734,110.8540233,29.70974112,Social,412.6248369,80,9.723163001
9839,814.5881437,32.63367697,Social,473.9095082,46,16.46303355
13574,793.3856995,39.70957416,Direct,437.2194085,18,3.576578646
19488,340.6402544,49.10303712,Social,473.4080627,49,2.246791486
13734,372.0183745,28.08878341,Social,192.6470783,93,7.710205763
18853,385.4255595,50.6259126,Direct,262.9210661,27,5.936498996
14302,667.0970465,38.86561052,Direct,514.661377,54,8.732866716
14129,683.2498005,39.56242749,Social,536.0612674,68,13.77126506
12581,253.0769174,35.52820279,Social,466.0771584,64,18.3432922
17272,772.5680144,66.95835864,Organic,202.0754917,78,8.684766049
8286,719.7439261,68.54868363,Organic,146.1386599,45,7.435436567
11887,262.1966148,25.22772313,Direct,167.1056334,33,9.599724256
18440,829.6387915,33.18443996,Social,280.3183511,7,7.870334389
9926,496.2529777,45.27206847,Organic,37.97756298,65,11.56872032
10190,870.2163799,63.52461813,Organic,479.0832214,22,19.11476951
15092,427.9813191,52.01334133,Referral,113.5520701,92,18.03801547
7120,167.5488361,67.28278827,Organic,220.5127955,2,16.37258039
5032,602.6191563,21.43311292,Organic,39.34489829,97,13.91229967
8138,440.5698379,56.18847296,Organic,251.5579227,15,11.74824522
15161,834.0121498,57.69626456,Referral,545.137073,71,19.0054107
9907,164.3469649,41.65611223,Referral,479.245351,58,14.85482067
19179,615.4264075,61.45469695,Referral,208.2996825,37,15.35984413
12024,494.2171089,47.25019678,Referral,97.72342306,14,19.00745997
12569,221.0831446,45.5233642,Referral,459.7819098,96,3.474186108
18445,808.8651314,23.81634107,Organic,141.8125282,80,12.50114016
18798,803.5659486,46.33446668,Organic,455.2308818,40,5.065966302
9210,718.0236572,37.07952965,Direct,327.0137275,20,12.89239713
7146,582.548911,54.09360712,Referral,34.27288755,61,14.79948305
14073,212.0706351,59.65379307,Referral,410.0303634,20,14.01311218
19772,528.0938909,40.45375963,Social,543.3005344,17,7.156381187
16752,374.4410315,40.62576049,Social,452.8008959,43,16.16630197
13448,544.9801229,33.58486582,Organic,318.3412827,6,17.14929971
16463,499.2754872,62.99554636,Social,375.3610422,60,2.474222352
11528,238.6910342,50.52318512,Referral,107.9589416,84,13.1558131
9874,678.1609582,29.11886405,Social,136.5882545,85,16.94411607
17528,782.9068127,67.71702258,Social,220.5860817,28,4.306824132
6380,320.1126707,61.91086908,Organic,176.276204,7,17.30000479
7969,355.0237841,25.03989531,Social,194.6402969,92,8.869069926
15830,218.7873972,30.15921929,Direct,345.8291671,62,13.93544633
12793,854.5930844,40.43770559,Direct,418.5255138,2,18.1511725
17318,565.52075,48.13777302,Social,73.67594797,42,15.05325952
5660,748.3426654,60.62579529,Direct,380.5812043,90,9.974813486
11137,224.7226623,58.22146072,Organic,59.98657353,57,3.027521435
18423,867.6992818,39.14022124,Organic,282.417697,94,1.218567621
11056,785.3143972,61.41297383,Referral,215.0302477,73,13.9213878
17348,620.0977753,46.6372987,Referral,100.0101136,41,5.054914111
9227,490.7132838,42.92749388,Direct,74.2789285,12,6.405321894
12910,263.3484687,29.39885417,Referral,65.70563758,26,11.53655714
12996,222.8033113,47.02152192,Direct,63.93426235,5,13.21723062
16428,738.2393346,54.27303272,Referral,289.8127736,75,1.389613624
16007,563.1869329,51.26653837,Referral,437.0843606,16,19.30001288
10009,803.3348617,38.55462715,Social,583.219211,6,7.542343433
15958,266.6476922,26.05024006,Organic,486.718784,71,3.729045676
19923,299.707959,57.04283882,Referral,579.5690794,88,11.60181508
17201,360.5933599,40.9308744,Direct,52.54498968,74,11.45678951
9326,147.5630536,60.85681728,Direct,66.40560049,67,18.94896158
16938,362.5724293,28.28240292,Organic,173.0372849,66,6.69597353
6591,180.5544574,42.97483743,Referral,401.1939328,86,11.13277284
10220,193.2628177,66.2527287,Social,35.01214143,34,16.69000527
16373,411.0750359,51.24716743,Direct,315.8792235,74,6.590550368
10840,574.6400393,41.81592614,Organic,594.7726071,51,3.859687665
11774,643.6953344,29.93377063,Organic,536.8494981,36,7.265429692
17942,312.5551206,68.83875706,Social,114.5067786,61,17.08332363
16196,612.9072938,64.071212,Referral,237.7618769,77,10.05859816
7207,721.3939743,48.64552536,Referral,521.3143227,63,3.270333098
17319,350.2537737,32.52544324,Referral,487.3814425,91,14.61888955
8838,256.6817537,29.9389657,Referral,227.0518261,56,5.245799258
13736,172.2902134,58.89613171,Organic,230.9188495,23,9.010898586
6441,187.1976937,68.86708891,Referral,94.80112288,98,14.26930716
14399,459.1573808,24.83495797,Direct,198.9878583,6,9.043641639
14440,280.6623866,37.65815457,Organic,595.0738243,5,19.10809495
17215,473.7073942,55.69223439,Direct,214.6303894,45,13.77812297
17267,869.5734848,59.18567203,Organic,376.3089137,51,14.3840446
16432,588.2896465,26.09027828,Organic,468.8319611,90,17.37958148
9213,110.4498685,39.51979849,Social,31.73791739,62,2.88138241
6204,245.7948033,30.72516835,Referral,35.8296423,95,7.835746091
15860,690.0761242,47.06381043,Direct,554.5228059,87,4.903548875
9000,161.3977638,46.76716242,Social,442.4134783,86,16.01944319
7909,231.5866065,44.56451929,Organic,312.271843,80,15.65105875
17026,327.0107103,38.30615121,Referral,235.4833333,64,2.14074971
12278,564.9422307,30.79814031,Organic,35.9237043,3,11.14142868
12411,443.1010309,48.39671504,Direct,374.971781,88,11.43687957
10637,855.7689302,40.02753468,Social,142.7629075,19,16.4942602
6519,716.8982554,45.9674772,Direct,565.6151031,16,18.71509207
15538,744.2605174,25.73702185,Referral,255.6096111,68,12.76819581
10064,174.3783318,31.93164612,Referral,119.9839855,62,16.03934041
14734,655.4709178,53.66533039,Social,527.8818894,80,8.030609528
8596,356.6002987,47.25405509,Organic,79.31077313,61,19.05916068
13785,728.4521811,31.72719742,Direct,105.8656412,61,1.633120222
16836,410.1569545,32.87506439,Direct,90.31798194,65,11.27447842
15096,809.6969853,34.72756934,Referral,90.64466943,18,10.77840858
6084,555.1454383,38.02864311,Organic,540.198703,39,8.285320849
8536,888.6952977,58.80399385,Direct,596.2052047,81,11.16339065
19896,477.0632096,42.99103978,Referral,351.3713382,36,10.7568256
12412,383.6764785,38.8925115,Referral,447.6400896,98,3.039416642
18446,191.0232387,68.99539133,Social,106.6245147,66,10.18203431
15723,113.8513053,67.05218369,Referral,97.61027197,42,3.030312785
13412,682.1738159,55.63212919,Direct,552.1429859,65,8.592223868
6400,842.0261673,61.09270157,Social,261.3196071,93,4.237605196
8728,556.8312713,39.59742105,Organic,252.9483565,84,6.465880335
14874,713.8377394,69.15992321,Organic,395.5453165,88,14.53891776
6689,677.4336682,47.90549832,Organic,273.602454,30,4.796349719
18286,605.5594505,50.69998226,Direct,322.0758316,44,12.79925498
11109,667.6017882,64.64354956,Referral,343.5969204,5,6.652346217
17929,192.5036236,36.02668343,Social,529.7317401,13,16.21232626
5500,343.1444628,40.23277785,Referral,265.6645166,29,7.657206836
16905,310.3848941,39.31919441,Referral,526.6330306,72,6.196671622
5715,324.7738541,35.64097785,Organic,521.113265,84,8.821475353
18084,171.7192653,51.24905153,Direct,340.5880808,25,3.699414721
16270,368.3431472,45.24203972,Social,267.6660609,90,5.790798692
19100,188.6562974,24.28564642,Direct,357.196113,41,5.821923833
19945,765.0641778,24.34104429,Organic,112.6410714,28,7.809489482
12676,669.9766982,53.76403133,Organic,113.1022721,73,6.053117769
13476,514.0262344,40.48612156,Organic,493.4573243,26,3.572672286
8522,365.4111088,66.37453432,Referral,81.64368568,94,6.101908952
17296,722.3907722,35.11066157,Social,562.7620084,87,4.458774722
19096,274.7922878,61.1523177,Organic,292.9883456,55,7.237361057
9906,370.0944014,53.27621094,Social,214.6205123,70,6.786292355
17905,149.2462714,55.87661749,Referral,95.0455714,7,16.18454945
15691,672.6156755,38.20139849,Social,278.1827579,17,1.978290296
17109,169.3551034,21.89815187,Social,550.5499382,13,3.939368977
14645,349.2199429,52.14318713,Organic,242.1163273,53,15.00117396
18674,475.9262262,44.94269247,Organic,398.8450798,99,11.17599188
18910,363.3507406,41.86190515,Referral,96.32330152,60,1.159281012
7100,132.9807173,22.24617678,Social,310.2627379,74,11.78244447
15704,723.8866047,36.683198,Organic,468.7125351,32,16.22252844
19535,408.6648267,24.14925439,Direct,55.32711132,8,14.20622216
16192,152.6261022,32.76181369,Referral,281.0730324,46,16.18910753
13685,648.2744133,47.39934955,Direct,425.0641482,28,4.327428246
9510,166.0501783,34.93197685,Organic,99.73893809,24,3.286851081
18118,593.5761255,47.62031715,Referral,278.7261971,2,6.898702246
11489,697.2680987,21.7028598,Referral,291.8238093,23,4.921934451
12678,573.7892717,67.22066649,Social,163.8131912,27,12.75047054
5174,190.4001239,23.47022125,Referral,102.2549844,46,4.790699522
10268,659.9662137,22.51718827,Direct,41.95394268,5,18.84487309
7408,389.6625396,58.55681235,Referral,293.8254556,28,1.983023914
14732,208.1735096,47.76396248,Direct,176.5960986,9,1.478429717
19612,863.4778691,52.19296602,Referral,421.1252893,25,9.725031912
12801,191.941548,27.43137117,Direct,95.92323373,15,16.34712377
5157,279.6324973,63.36191066,Organic,569.5696508,9,17.28542937
12873,208.0598877,65.31979344,Social,222.5270075,30,15.25987671
15874,367.3434596,66.03482871,Organic,98.10910748,39,13.40675461
15162,876.7650585,34.87098396,Organic,194.3344769,50,8.39648562
13220,111.5990901,37.21632615,Organic,345.0876287,70,3.751768658
18584,129.7951203,52.31760809,Direct,583.4849694,99,17.63667277
9441,291.7616155,42.14088278,Social,542.5952929,28,18.27929098
7039,415.1098986,43.42580205,Organic,200.934821,56,3.612591522
11153,874.2958883,33.74022239,Direct,566.7944374,24,15.44010401
12924,801.9620219,37.28975565,Organic,370.4301404,97,19.13520216
6304,373.7169181,60.54018413,Social,200.7235731,27,5.602080979
7043,663.1153221,42.95646532,Social,576.8705216,53,10.60971362
7730,578.8225388,50.6059033,Referral,501.5225182,95,14.22257104
9577,845.5832698,63.41785762,Social,283.8555207,35,4.657427833
6336,405.2761618,25.60370097,Social,356.802905,17,8.690595995
14463,149.4600528,54.69466436,Social,546.9892109,37,19.84106064
13277,511.4392481,23.95121465,Direct,319.1341273,13,17.03614954
18490,279.0758271,68.33268861,Referral,379.0054143,15,10.83917609
7078,879.5453285,41.09892154,Direct,358.4263082,22,4.169268129
18266,425.575667,60.89209489,Direct,72.05206251,68,16.98214819
10323,563.6909749,38.68919483,Direct,383.9568493,6,18.27584376
8762,121.5268075,53.92805374,Referral,196.9593098,18,6.677993504
14458,284.6844542,46.92792812,Social,370.0091673,98,16.52869272
18421,183.6049717,68.05088671,Referral,95.19593227,98,12.24291851
7798,261.3563987,62.85265566,Organic,573.6672846,96,8.950182364
15013,729.6358175,48.3885175,Referral,82.57922494,33,16.3359604
9946,633.4692906,21.495274,Referral,157.7168239,53,11.78380211
7230,600.0968456,45.99381437,Direct,147.5649479,44,17.61371591
5962,565.3865239,60.96848198,Referral,288.6517166,3,7.448709255
10035,324.6785761,49.50499203,Direct,298.4299748,79,3.862055555
7157,875.6532468,29.32052653,Social,243.3944018,9,17.91371037
8132,463.5382351,23.80592162,Direct,209.8092869,65,7.275858369
17339,136.0527628,36.64938244,Social,417.4181591,85,12.24739502
13368,409.4483319,63.8877277,Organic,492.8798487,13,16.2185428
13703,171.3973667,52.6682537,Referral,201.2372454,2,15.27127598
11592,121.2350235,42.65140341,Social,541.2708283,50,5.464719786
9890,843.8322742,41.12709891,Direct,165.5809117,21,18.70286871
14852,554.90108,37.92268375,Referral,166.9133663,10,17.48604292
11250,763.8482939,48.63582133,Social,364.9714259,91,13.14284826
16736,506.9327513,65.09512675,Social,84.28765119,98,4.441518543
5673,174.9590291,69.87207239,Direct,190.328156,69,12.69136841
12191,577.357649,67.00930083,Social,45.73487043,4,19.28675862
9733,480.3309898,49.0539552,Direct,240.6893658,40,13.97810328
7753,809.6860464,44.40858787,Referral,473.568019,13,8.052031288
13325,883.2350627,43.73382507,Referral,102.5526334,39,16.71114149
13744,768.2597227,50.00305636,Referral,204.819596,66,19.99190133
11149,253.2399318,66.47800784,Direct,588.7495606,12,2.693874347
7880,603.6912392,41.0305256,Organic,406.3321093,81,8.828464481
8397,190.2526472,54.65379521,Direct,456.9542724,92,16.71419313
11033,652.754126,34.56141637,Organic,202.6063421,97,17.03958294
19133,450.334586,35.58281513,Social,481.8728947,33,18.56524864
18331,226.7362404,44.28431844,Referral,150.5292916,66,10.48205285
18930,529.2253935,67.19807349,Direct,87.21037125,52,6.925747239
15132,552.8433922,63.60082575,Organic,381.6516937,82,4.551513596
19122,874.5208646,47.5310806,Organic,373.3367767,78,10.99970869
16696,206.8265327,59.99211544,Referral,435.3476809,10,1.030475137
9330,656.9802497,33.7140521,Social,237.8396574,25,1.180818105
16489,869.7258688,56.35988393,Direct,349.3670583,14,19.84868505
15486,322.9558271,62.59835747,Direct,281.4928791,39,18.20602647
13739,642.1661759,42.36654589,Direct,495.9061042,65,4.50936814
10830,446.6120599,38.27101221,Organic,480.317821,61,8.913578758
9234,838.827372,37.97510562,Social,111.5518324,83,7.733512925
5059,823.5712884,24.2669908,Direct,543.8247292,31,11.90081356
16242,575.5448006,65.82361052,Direct,488.7985649,28,3.363739006
11364,289.3792518,67.05863514,Social,117.7751524,37,10.13827397
12109,807.1167096,62.32763513,Direct,483.4565977,60,2.995079947
8666,816.4834434,27.85359002,Referral,296.804051,25,18.31732004
14162,344.7658751,35.77671928,Direct,46.10688098,30,12.17507622
18422,156.8865258,49.36722604,Social,439.7123258,5,8.819084506
13680,606.3681186,42.74399337,Direct,433.3120303,58,19.86681943
11043,776.5931119,25.46895178,Referral,521.2445409,74,4.549543625
13355,274.3837823,29.78196637,Organic,107.3035211,65,12.7035583
15042,261.4851981,46.2962026,Referral,80.5848721,8,8.349569402
12680,471.1775309,33.59509148,Direct,206.9623354,66,9.811268078
6671,864.9232738,47.57322085,Referral,203.3747197,97,19.68294243
9906,274.259359,53.42356662,Social,314.2030508,50,11.61779634
7587,483.5903308,40.01009784,Referral,236.9670721,3,4.335659692
9985,538.051197,29.23567422,Organic,159.9231134,51,15.7773413
7807,842.2383621,22.36305939,Direct,283.1686014,45,10.51973384
10270,292.4941564,67.17141509,Referral,59.23729123,27,17.40784298
8078,631.0968883,58.960925,Direct,560.2861926,33,16.39883704
18351,538.9089406,22.92028899,Direct,303.2331281,1,14.20683588
8506,369.3024786,20.92805227,Direct,567.0942856,91,3.319662734
11579,249.8529145,38.06678749,Social,211.1999316,5,4.628025957
11636,788.3684351,41.33698115,Social,386.8236535,41,6.72876461
10658,430.8915591,26.83803983,Social,62.33469652,68,2.124809109
11544,794.6769334,56.16071208,Direct,406.2314864,15,4.028970597
19526,318.277612,42.61038742,Organic,509.0658019,85,16.95782456
12657,734.8490358,67.82752543,Referral,140.4116141,21,17.26327524
18484,498.2416367,31.35056107,Social,146.1488587,34,14.18504518
10344,879.0624216,24.59271498,Direct,205.0599248,90,8.846569078
14628,419.9367636,25.39024852,Social,346.8275293,86,18.02691785
7713,883.6475605,52.54152579,Social,195.2450097,61,9.64316943
17037,314.2913607,61.16407988,Direct,369.085065,70,16.74521022
16886,420.4457424,60.2654937,Direct,585.3549591,99,18.87878648
7123,169.6665814,48.98114889,Organic,151.257474,51,4.78314877
16225,189.4403336,20.25155211,Direct,387.2748485,89,13.65960033
18051,894.9308657,39.26995466,Referral,393.3169936,30,19.97181423
9419,754.4936707,65.74480087,Social,417.2097864,67,11.56007422
16568,861.5207863,42.02702027,Referral,494.4420566,34,17.24902022
15697,795.8322063,43.49772447,Social,567.0841163,54,3.785387857
19073,573.2096859,42.45990833,Referral,209.6817295,86,5.720112444
12046,474.0992584,37.80187038,Social,198.9141603,60,12.14397635
19445,504.6924651,67.81705312,Referral,429.693189,74,6.927164142
6912,263.0500654,60.07742845,Direct,596.4955767,25,6.960552305
10005,615.9661706,50.10622043,Referral,179.2386586,51,7.097502109
5150,107.3841821,42.2152486,Organic,488.6505918,81,5.747916505
18771,400.6441634,68.29275212,Organic,149.8106502,5,3.487948648
9828,539.3677352,27.54954325,Social,328.0403194,41,17.43424629
12505,718.1826436,42.87564613,Social,170.462356,80,17.89807097
16484,734.3071455,47.86735448,Referral,265.842892,88,16.68898617
9340,189.0231761,62.99310108,Social,575.5423385,80,16.92822173
19147,634.855072,24.6153859,Referral,46.52632465,89,10.47070076
6777,564.9829209,68.9845297,Direct,492.8477125,77,3.784511926
9871,584.1010957,47.69117426,Referral,421.0733837,36,9.850115666
15251,113.0987648,26.93365662,Referral,444.3281638,86,18.25584821
11863,803.2605082,29.2490385,Direct,140.3894803,63,4.092164072
9275,467.2611072,59.81959922,Referral,182.8076386,17,16.52639278
7488,326.6517784,20.58469832,Social,328.5579462,68,11.32845337
5463,174.6907417,40.7549803,Direct,421.1662894,48,10.85186787
10999,458.0743828,37.46239579,Referral,553.6528929,57,9.62075087
19957,871.1251224,45.83726255,Direct,268.4990129,14,7.439047782
5629,670.4519854,68.22285361,Direct,175.5214346,49,11.68338745
8675,798.0228132,52.87998031,Social,54.97430405,97,2.4814647
10968,457.3151125,69.5166387,Organic,264.2658702,73,11.87393243
